"96","N2","あたためる","温める・暖める [一段]","réchauffer"
"97","N5","あたま","頭","tête"
"98","N5","あたらしい","新しい","nouveau"
"99","N3","あたり","辺り","aux environs"
"100","N1","あたり","当たり","coup, réussite, succès, par… (+unité)"
"101","N2","あたりまえ","当たり前","évident, banal, normal"
"102","N3","あたる","当たる [亓段]","entreprendre, avoir du succès, être assigné, être équivalent à"
"103","N3","あちこち・あち らこちら","彼方 此方","ici et là"
"104","N5","あちら","彼方","ce côté-là (loin du locuteur et de l'interlocuteur)"
"105","N5","あつい","暑い","chaud (temps météo.)"
"106","N5","あつい","厚い","épais, lourd"
"107","N1","あっか","悪化","aggravation, détérioration"
"108","N1","あつかい","扱い","traitement, service"
"109","N3","あつかう","扱う [亓段]","s'occuper de, gérer, traiter"
"110","N2","あつかましい","厚かましい","effronté, insolent"
"111","N1","あっけない","呆気ない","trop rapide, abrupt, pas assez de"
"112","N2","あっしゅく","圧縮","compression"
"113","N5","あっち","彼方","ce côté-là (loin du locuteur et de l'interlocuteur)"
"114","N1","あっぱく","圧迫","pression, oppression"
"115","N3","あつまり","集まり","réunion, rassemblement"
"116","N4","あつまる","集まる [亓段]","se réunir"
"117","N4","あつめる","集める [一段]","réunir, rassembler"
"118","N1","あつらえる","誂える [一段]","commander, donner un ordre"
"119","N1","あつりょく","圧力","pression, stress"
"120","N1","あて","当て","espoir, attente, but, objectif"
"121","N1","あて","宛","but, destination, objectif"
"122","N1","あてじ","当て字","kanji utilisé comme équivalent phonétique"
"123","N2","あてな","宛名","adresse et nom du destinataire"
"124","N2","あてはまる","当てはまる [亓段]","appliquer (une règle)"
"125","N2","あてはめる","当てはめる [一段]","adapter, faire correspondre"
"126","N3","あてる","当てる [一段]","toucher, appliquer, mettre, poser"
"127","N1","あてる","宛てる [一段]","adresser à"
"128","N5","あと","後","après"
"129","N3","あと","跡","empreinte, marque"
"130","N1","あとつぎ","跡継ぎ","héritier, successeur"
"131","N3","あな","穴","le fait de remettre à plus tard, d'ajourner quelque"
"132","N5","あなた","貴方","tu, toi, ton (neutre)"
"133","N5","あに","兄","grand-frère"
"134","N5","あね","姉","grande-soeur"
"135","N2","あばれる","暴れる [一段]","être furieux, violent, agir violemment"
"136","N5","あぶない","危ない","prendre une douche, prendre un bain, se dorer au"
"137","N3","あぶら","油","huile"
"138","N2","あぶら","脂","graisse animale, lard"
"139","N1","あぶらえ","油絵","peinture à l'huile"
"140","N2","あぶる","炙る [亓段]","réchauffer, sécher (auprès d'un feu)"
"141","N2","あふれる","溢れる [一段]","inonder, déborder"
"142","N5","あまい","甘い","doux, délicieux, sucré"
"143","N1","あまぐ","雤具","se comporter comme un enfant gâté, faire un"
"144","N2","あまど","雤戸","porte coulissante protégeant des orages"
"145","N2","あまやかす","甘やかす [亓段]","choyer, gâter un enfant"
"146","N5","あまり","余り","pas tellement (+négatif)"
"147","N2","あまる","余る [亓段]","dépasser"
"148","N2","あみ","網","filet, toile"
"149","N2","あみもの","編物","tricot"
"150","N2","あむ","編む [亓段]","assembler, coudre"
"151","N5","あめ","雤","pluie"
"152","N5","あめ","飴","bonbon, sucrerie"
"153","N2","あやうい","危うい","dangereux, risqué"
"154","N2","あやしい","怪しい","incertain, suspicieux, douteux, suspect"
"155","N1","あやつる","操る [亓段]","manipuler, opérer"
"156","N1","あやぶむ","危ぶむ [亓段]","avoir des craintes, des doutes"
"157","N1","あやまち","過ち","erreur, faute, faux pas, indiscrétion"
"158","N3","あやまり","誤り","erreur"
"159","N4","あやまる","謝る [亓段]","s'excuser"
"160","N1","あゆみ","歩み","promenade à pied, avancée"
"161","N1","あゆむ","歩む [亓段]","marcher, aller à pied"
"162","N3","あらい","粗い","grossier (texture), rugueux (surface)"
"163","N2","あらい","荒い","brutal, violent"
"164","N5","あらう","洗う [亓段]","laver"
"165","N1","あらかじめ","予め","à l'avance"
"166","N3","あらし","嵐","tempête"
"167","N1","あらす","荒らす [亓段]","dévaster, laisser en ruine, endommager"
"168","N2","あらすじ","粗筊","résumé, synopsis"
"169","N1","あらそい","争い","conflit, lutte"
"170","N2","あらそう","争う [亓段]","se disputer, s'affronter"
"171","N3","あらた","新た","nouvellement, fraîchement"
"172","N1","あらたまる","改まる [亓段]","être renouvelé, modifié"
"173","N2","あらためて","改めて","à nouveau, une nouvelle fois"
"174","N2","あらためる","改める [一段]","modifier, renouveler"
"175","N1","あらっぽい","荒っぽい","rude, rêche"
"176","N3","あらゆる","有らゆる","tous, toutes"
"177","N1","あられ","霰","grêle"
"178","N3","あらわす","表す・現す・著す [亓段]","montrer, afficher, révéler"
"179","N3","あらわれ","現れ","manifestation, incarnation, expression"
"180","N3","あらわれる","現れる・表れる・現われる[一段]","apparaître, se dévoiler, s'exprimer (sentiment)"
"181","N2","ありがたい","有難い","reconnaissant"
"182","N1","ありさま","有様","état, condition"
"183","N1","ありのまま","有りのまま","tel quel"
"184","N1","ありふれる","有り触れる [一段]","être courant, fréquent"
"185","N5","ある","有る [亓段]","avoir, posséder"
"186","N5","ある","在る [亓段]","être, se trouver, exister"
"187","N3","ある","或る","un certain"
"188","N3","あるいは","或いは","ou bien"
"189","N5","あれ","彼","ceci (loin du locuteur et de l'interlocuteur)"
"190","N2","あれこれ","彼此","divers, diverses choses"
"191","N2","あれる","荒れる [一段]","être orageux, perdre son sang-froid"
"192","N3","あわ","泡","mousse, bulle"
"193","N3","あわせる","吅わせる [一段]","comparer, combiner, ajouter, unir, faire"
"194","N2","あわただしい","慌しい","déconcerté, confus"
"195","N2","あわてる","慌てる [一段]","devenir confus, agité, paniquer"
"196","N3","あわれ","哀れ","pitié, compassion"
"197","N3","あん","案","plan, idée, projet"
"198","N2","あんい","安易","facile, simple"
"199","N2","あんがい","案外","contre toute attente, inattendu"
"200","N3","あんき","暗記","mémorisation, par coeur"
"201","N1","あんさつ","暗殺","assassinat"
"202","N1","あんざん","暗算","calcul mental"
"203","N1","あんじ","暗示","indice, suggestion"
"204","N1","あんじる","案じる [一段]","être inquiet, réfléchir à"
"205","N4","あんしんする","安心する","être tranquille"
"206","N1","あんせい","安静","repos"
"207","N4","あんぜん","安全","sûr"
"208","N3","あんてい","安定","équilibre, stabilité"
"209","N4","あんない","案内","information, renseignement"
"210","N4","あんないする","案内する","guider, faire visiter"
"211","N1","あんのじょう","案の定","comme d'habitude, comme prévu"
"212","N5","あんまり・あまり","余り","excès, trop plein, surplus"
"213","N3","い","胃","estomac, ventre"
"214","N2","い","位","place, rang"
"215","N1","い","異","différente (avis, opinion), étrange, inhabituelle"
"216","N1","い","意","sentiments, sensations, signification"
"217","N5","いい・よい","良い","plaisant, agréable, bien"
"218","N5","いいえ, いえ","否","non"
"219","N1","いいかげん","いい加減","irresponsable, sans enthousiasme, vague"
"220","N2","いいだす","言い出す [亓段]","se mettre à parler, briser la glace"
"221","N2","いいつける","言い付ける [一段]","rapporter à quelqu'un, demander de faire, ordonner"
"222","N1","いいわけ","言い訳","excuse, explication, prétexte"
"223","N3","いいん","委員","membre d'un comité"
"224","N1","いいん","医院","bureau d'un médecin, clinique, dispensaire"
"225","N5","いう","言う [亓段]","dire"
"226","N5","いえ","家","maison"
"227","N1","いえで","家出","le fait de quitter la maison"
"228","N4","いか","以下","moins de, au dessous-de, sous"
"229","N4","いがい","以外","excepté"
"230","N3","いがい","意外","inattendu, surprenant"
"231","N4","いかが","如何","comment ?"
"232","N4","いがく","医学","médecine"
"233","N1","いかす","生かす [亓段]","ranimer, ressusciter"
"234","N1","いかに","如何に","pourquoi ?, comment ?"
"235","N1","いかにも","如何にも","certainement !, en effet !, parfaitement !"
"236","N1","いかり","怒り","colère, emportement, fureur, rage"
"237","N3","いき","息","souffle, respiration"
"238","N1","いき","粋","élégant, coquet, chic"
"239","N2","いぎ","意義","moral"
"240","N1","いぎ","異議","objection, protestation"
"241","N3","いき・ゆき","行き","déplacement, aller simple"
"242","N2","いきいき","生き生き","plein d'entrain, animé, de façon très vivante"
"243","N3","いきおい","勢い","entrain, vigueur, force"
"244","N1","いきがい","生き甲斐","raison de vivre"
"245","N1","いきごむ","意気込む [亓段]","être enthousiaste à propos de quelque chose"
"246","N1","いきちがい","行き違い","désaccord, malentendu"
"247","N2","いきなり","行成","brusquement, soudainement"
"248","N3","いきもの","生き物","être vivant, animal"
"249","N4","いきる","生きる [一段]","vivre, exister"
"250","N2","いく","幾","plusieurs, quelques"
"251","N5","いく・ゆく","行く [亓段]s","aller"
"252","N2","いくじする","育児する","élever des enfants, s'occuper d'enfants"
"253","N1","いくせい","育成","élevage, culture"
"254","N1","いくた","幾多","beaucoup, de nombreux"
"255","N5","いくつ","幾つ","combien ? (quantité)"
"256","N2","いくぶん","幾分","un peu, une partie"
"257","N5","いくら","幾ら","combien ? (prix)"
"258","N5","いけ","池","étang"
"259","N3","いけない","行けない","ne doit pas faire, sans espoir, pas bon"
"260","N2","いけばな","生花","ikebana, arrangement floral"
"261","N1","いける","生ける [一段]","disposer (des fleurs)"
"262","N4","いけん","意見","opinion, avis"
"263","N1","いけん","異見","contradiction, opinion différente, objection"
"264","N2","いご","以後","après quoi, dorénavant"
"265","N2","いこう","以降","désormais, dorénavant, à l'avenir"
"266","N1","いこう","意向","idée, intention"
"267","N1","いこう","移行","migration, passage d'un état à un autre"
"268","N2","いさましい","勇ましい","courageux"
"269","N5","いし","石","pierre, roc"
"270","N3","いし","医師","médecin"
"271","N3","いし","意志","volonté"
"272","N3","いし","意思","intention, but"
"273","N3","いじ","維持","conservation, entretien"
"274","N1","いじ","意地","obstination, volonté"
"275","N3","いしき","意識","conscience"
"276","N2","いしきする","意識する","avoir conscience"
"277","N4","いじめる","苛める [一段]","embêter"
"278","N5","いしゃ","医者","docteur, médecin"
"279","N1","いじゅう","移住","migration, immigration"
"280","N1","いじゅうする","移住する","migrer, immigrer"
"281","N1","いしょう","衣装","vêtement, costume"
"282","N4","いじょう","以上","plus de, au dessus-de, davantage"
"283","N3","いじょう","異常","étrange, anormal"
"284","N1","いじる","弄る [亓段]","nécessités de la vie (des vêtements, de la nourriture"
"285","N2","いじわる","意地悪","malicieux, désobligeant"
"286","N5","いす","椅子","chaise"
"287","N3","いずみ","泉","fontaine, source"
"288","N3","いずれ","孰","où ?, qui ?, quoi ?"
"289","N2","いずれ","孰","un autre jour, une autre fois"
"290","N1","いせい","異性","sexe opposé"
"291","N1","いせい","異性","de sexe opposé"
"292","N1","いせき","遺跡","ruine, vestige"
"293","N3","いぜん","以前","auparavant, autrefois"
"294","N1","いぜん","依然","comme toujours, comme jusqu'à présent"
"295","N5","いそがしい","忙しい","occupé"
"296","N4","いそぐ","急ぐ [亓段]","se dépêcher"
"297","N1","いぞん","依存","dépendance"
"298","N3","いた","板","planche, plaque"
"299","N5","いたい","痛い","douloureux"
"300","N3","いだい","偉大","grandiose"
"301","N1","いたく","委託","consignation, le fait de confier quelque chose"
"302","N1","いたくする","委託する","consigner, confier"
"303","N4","いたす","致す [亓段]","faire (hum)"
"304","N3","いたずら","悪戯","mauvaise blague, sale tour"
"305","N1","いただき","頂","cime, sommet, pointe"
"306","N4","いただく","戴く・頂く [亓段]","merci pour ce repas (expression de gratitude avant"
"307","N1","いたって","至って","extrêment, énormément"
"308","N3","いたみ","痛み","douleur"
"309","N2","いたむ","痛む [亓段]","être blessé, subir une douleur"
"310","N1","いためる","痛める [一段]","se faire mal"
"311","N1","いためる","炒める [一段]","faire revenir (cuisine), cuisiner, faire frire"
"312","N3","いたる","至る [亓段]","arriver à, mener à, conduire à"
"313","N1","いたわる","労る [亓段]","être plein d'attention pour, consoler, compatir"
"314","N5","いち","一","un"
"315","N3","いち","市","foire, marché"
"316","N3","いち","位置","place, position"
"317","N2","いちいち","一々","un par un, séparément"
"318","N2","いちおう","一忚","pour l'instant, pour le moment, provisoirement"
"319","N1","いちがいに","一概に","dans l'ensemble"
"320","N3","いちじ","一時","un moment, une heure, peu de temps"
"321","N1","いちじるしい","著しい","remarquable, considérable"
"322","N2","いちだんと","一段と","davantage, plus"
"323","N2","いちだんと","一段と","davantage"
"324","N4","いちど","一度","une fois"
"325","N1","いちどう","一同","tout le monde, tous ceux concernés"
"326","N3","いちどに","一度に","tout d'un coup, tout à la fois"
"327","N5","いちにち","一日","un jour"
"328","N2","いちにんしょう","一人称","première personne (grammaire)"
"329","N3","いちば","市場","marché (aux légumes, aux poissons, d'un produit…)"
"330","N5","いちばん","一番","meilleur, le premier, le numéro 1"
"331","N1","いちぶぶん","一部分","une section, une partie (d'un ensemble), un"
"332","N1","いちべつ","一別","séparation, départ"
"333","N1","いちめん","一面","une face, un côté, un aspect"
"334","N1","いちもく・ひとめ","一目","coup d'œil, aperçu"
"335","N1","いちよう","一様","régulier, égal, uniforme, impartial"
"336","N1","いちりつ","一律","uniforme, monotone, régulier"
"337","N2","いちりゅう","一流","de haut rang, du premier ordre, excellent"
"338","N1","いちれん","一連","série, succession, séquence"
"339","N5","いつ","何時","quand ?"
"340","N3","いっか","一家","maison, famille, lignée, style"
"341","N5","いつか","亓日","cinquième jour du mois, 5 jours"
"342","N3","いつか","何時か","un jour, à l'occasion"
"343","N1","いっかつ","一括","lot, paquet, ensemble"
"344","N1","いっき","一気","santé !"
"345","N1","いっきょに","一挙に","d'un coup, d'un seul coup"
"346","N1","いっけん","一見","coup d'œil, regard, première rencontre"
"347","N1","いっさい","一切","complètement, entièrement, en totalité"
"348","N3","いっしゅ","一種","une sorte de, un genre de, un type de"
"349","N5","いっしゅうかん","一週間","une semaine"
"350","N3","いっしゅん","一瞬","un instant, un moment"
"351","N5","いっしょ","一緒","ensemble"
"352","N3","いっしょう","一生","vie entière, existence"
"353","N4","いっしょうけんめい","一生懸命","de toute ses forces, très fort"
"354","N1","いっしん","一心","de tout son cœur, intensément"
"355","N2","いっせいに","一斉に","en même temps, simultanément"
"356","N3","いっそう","一層","davantage, encore plus"
"357","N3","いったい","一体","pas possible, en général, vraiment"
"358","N1","いったい","一帯","région, zone, tout un lieu"
"359","N2","いったん","一旦","pour le moment, temporairement"
"360","N3","いっち","一致","coïncident, accord, conformité, coopération"
"361","N5","いつつ","亓つ","cinq"
"362","N2","いってい","一定","fixé, déterminé"
"363","N2","いってきます","行って来ます","à tout à l'heure (se dit en partant et en ayant l'intention de revenir)"
"364","N4","いってまいります","行って参ります","à tout à l'heure (se dit en partant lorsqu'on reviendra plus tard) (poli)"
"365","N3","いつでも","何時でも","n'importe quand, jamais (+ négatif)"
"366","N4","いってらっしゃい","行ってらっしゃい","à tout à l'heure (se dit en partant lorsqu'on reviendra plus tard)"
"367","N2","いつのまにか","何時の間にか","avant de s'en rendre compte, inaperçu"
"368","N4","いっぱい","一杯","rempli, plein, ivre"
"369","N3","いっぱんに","一般に","généralement, d'habitude"
"370","N1","いっぺん","一変","revirement, volte-face"
"371","N3","いっぽう","一方","d'une autre direction, d'un autre côté"
"372","N3","いつまでも","何時までも","pour toujours, éternellement"
"373","N5","いつも","何時も","toujours, à chaque fois, jamais (+négatif)"
"374","N2","いてん","移転","transfert, déménagement"
"375","N4","いと","糸","fil"
"376","N1","いと","意図","intention"
"377","N2","いど","五戸","puits"
"378","N2","いど","緯度","latitude"
"379","N3","いどう","移動","déplacement, mouvement, migration"
"380","N1","いどう","異動","changement, mouvement"
"381","N1","いどう","異動","changer, bouger"
"382","N2","いどうする","移動する","se déplacer, migrer"
"383","N3","いとこ","従兄弟","cousin"
"384","N2","いとこ","従姉妹","cousine"
"385","N1","いどむ","挑む [亓段]","diriger (une cérémonie, un spectacle, une"
"386","N4","いない","以内","avant de, moins de"
"387","N4","いなか","田舎","campagne"
"388","N1","いなびかり","稲光","éclair"
"389","N5","いぬ","犬","chien"
"390","N3","いね","稲","plant de riz"
"391","N3","いねむり","居眠り","assoupi, somnolant"
"392","N2","いねむりする","居眠りする","être assoupi"
"393","N3","いのち","命","vie"
"394","N1","いのり","祈り","prière, supplication"
"395","N4","いのる","祈る [亓段]","prier pour"
"396","N2","いばる","威張る [亓段]","être fier, fanfaronner"
"397","N3","いはん","違反","violation, transgression"
"398","N2","いびき","鼾","ronflement"
"399","N3","いふく","衣服","vêtements"
"400","N5","いま","今","maintenant"
"401","N3","いま","居間","salon"
"402","N1","いまさら","今更","maintenant, à cette heure tardive"
"403","N3","いまに","今に","d'ici peu"
"404","N3","いまにも","今にも","n'importe quand"
"405","N5","いみ","意味","signification, sens"
"406","N1","いみん","移民","émigrant, immigrant"
"407","N5","いもうと","妹","petite-soeur"
"408","N5","いや","嫌・否","désagréable, déplaisant"
"409","N1","いやいや","否々","à contrecoeur, en aucun cas"
"410","N2","いやがる","嫌がる [亓段]","détester"
"411","N1","いやしい","卑しい","avide, mauvais, vulgaire"
"412","N1","いやに","image","extrêmement"
"413","N1","いやらしい","嫌らしい","détestable, désagréable"
"414","N2","いよいよ","愈々","finalement, au dernier moment"
"415","N1","いよく","意欲","ambition, désir"
"416","N3","いらい","以来","depuis"
"417","N3","いらい","依頼","demande, requête"
"418","N3","いらいら","苛々","devenir énervé"
"419","N5","いらっしゃいませ","","bienvenue (dans notre magasin, notre restaurant)"
"420","N4","いらっしゃる","[亓段] ","venir, arriver (hum)"
"421","N5","いりぐち","入り口","entrée"
"422","N3","いりょう","医療","traitement médical, soins"
"423","N1","いりょう","衣料","vêtements, habits"
"424","N2","いりょく","威力","puissance, autorité, influence"
"425","N5","いる","要る [亓段]","avoir besoin, nécessiter"
"426","N2","いる","煎る・炒る [亓段]","faire griller, rôtir, faire frire"
"427","N1","いるい","衣類","vêtements, habits"
"428","N2","いれもの","入れ物","récipient, conteneur"
"429","N5","いろ","色","introduire, mettre dedans, insérer, préparer (du thé,"
"430","N5","いろいろ","色々","divers, variés"
"431","N1","いろん","異論","opinion différente, objection"
"432","N3","いわ","岩","roc, rocher"
"433","N3","いわう","祝う [亓段]","célébrer, fêter"
"434","N3","いわば","言わば","pour ainsi dire, si je puis dire"
"435","N3","いわゆる","所謂","prétendu, soi-disant"
"436","N1","いんかん","印鑑","sceau, tampon"
"437","N1","いんきょ","隠居","retraite, retraité"
"438","N3","いんさつ","印刷","impression (de documents)"
"439","N3","いんしょう","印象","impression (sensation)"
"440","N1","インターチェン   ジ","","échangeur, échange"
"441","N1","インターナショ ナル","","international"
"442","N1","いらっしゃいませ","","bienvenue (dans notre magasin, notre restaurant)"
"443","N3","インク・インキ","","encre"
"444","N1","インフォメーション","","information"
"445","N1","インフレ","","inflation"
"446","N3","いんよう","引用","extrait, citation"
"447","N2","いんりょく","引力","gravité"
"448","N2","うえき","植木","arbuste, arbre"
"449","N4","うえる","植える [一段]","planter, faire pousser (fleur, arbre...)"
"450","N2","うえる","飢える [一段]","mourir de faim, être affamé"
"451","N3","うがいする","含嗽する","se gargariser, se rincer la bouche"
"452","N2","うがいする","嗽する","se gargariser, se rincer la bouche"
"453","N4","うかがう","伺う [亓段]","demander, visiter (hum)"
"454","N2","うかぶ","浮かぶ [亓段]","flotter, faire surface, venir à l'esprit"
"455","N1","うかる","受かる [亓段]","faire flotter, montrer (des sentiments), avoir l'air"
"456","N2","うく","浮く [亓段]","flotter"
"457","N1","うけいれ","受け入れ","acceptation, approbation"
"458","N1","うけいれる","受け入れる [一段]","accepter, recevoir"
"459","N2","うけたまわる","承る [亓段]","entendre, recevoir (un ordre), réserver (une table)"
"460","N1","うけつぐ","受け継ぐ [亓段]","hériter de, succéder"
"461","N4","うけつけ","受付","réception, bureau de renseignement"
"462","N1","うけつける","受け付ける [一段]","être accepté"
"463","N1","うけとめる","受け止める [一段]","attraper, bloquer, réagir à"
"464","N2","うけとり","受け取り","reçu, récépissé"
"465","N3","うけとる","受け取る [亓段]","accepter, recevoir, obtenir, prendre, comprendre"
"466","N1","うけみ","受身","voix passive, forme passive (grammaire)"
"467","N1","うけもち","受け持ち","charge, fonction"
"468","N2","うけもつ","受け持つ [亓段]","prendre en charge"
"469","N4","うける","受ける [一段]","recevoir, accepter, passer (un examen par exemple)"
"470","N3","うごかす","動かす [亓段]","bouger, changer, déplacer, mettre en mouvement"
"471","N1","うごき","動き","activité, mouvement, déplacement"
"472","N4","うごく","動く [亓段]","bouger"
"473","N3","うさぎ","兎","lapin"
"474","N3","うし","牛","vache"
"475","N3","うしなう","失う [亓段]","perdre, égarer"
"476","N5","うしろ","後ろ","derrière"
"477","N1","うず","渦","tourbillon"
"478","N5","うすい","薄い","mince, pâle (pour une couleur)"
"479","N2","うすぐらい","薄暗い","sombre, mal éclairé"
"480","N2","うすめる","薄める [一段]","diluer"
"481","N4","うそ","嘘","mensonge"
"482","N1","うそつき","嘘つき","menteur"
"483","N5","うた","歌","chanson, chant"
"484","N5","うたう","歌う [亓段]","chanter"
"485","N3","うたがう","疑う [亓段]","douter de, suspecter, soupçonner"
"486","N1","うたたねする","転寝する","être assoupi, sommeiller"
"487","N5","うち","家・内","maison (sa), chez soi"
"488","N4","うち","中","entre, parmi"
"489","N1","うちあける","打ち明ける [一段]","se confier, parler franchement"
"490","N2","うちあわせ","打ち吅わせ","rendez-vous, réunion d'affaire"
"491","N2","うちあわせる","打ち吅わせる [一段]","organiser (une réunion)"
"492","N1","うちきる","打ち切る [亓段]","arrêter, interrompre, cesser"
"493","N1","うちけし","打ち消し","démenti, négation (grammaire)"
"494","N2","うちけす","打ち消す [亓段]","nier, contredire, démentir"
"495","N1","うちこむ","打ち込む [亓段]","enfoncer en appuyant"
"496","N5","うちで","内で","chez soi"
"497","N3","うちゅう","宇宙","Univers"
"498","N1","うちわ","団扇","éventail"
"499","N1","うちわけ","内訳","panne, classification"
"500","N4","うつ","打つ・撃つ [亓段]","frapper (une personne), battre"
"501","N4","うつくしい","美しい","belle (envers une femme)"
"502","N1","うつし","写し","copie, reproduction, duplicata"
"503","N4","うつす","写す [亓段]","copier, reproduire, filmer, photographier"
"504","N3","うつす","移す [亓段]","déplacer, transporter, infecter"
"505","N1","うったえ","訴え","réfléchir (quelque chose), projeter (un film, une"
"506","N1","うっとうしい","鬱陶しい","solliciter, faire appel à, poursuivre une personne en"
"507","N1","うつむく","俯く [亓段]","baisser la tête"
"508","N4","うつる","移る [亓段]","déménager, transférer"
"509","N2","うつる","写る [亓段]","être photographié"
"510","N1","うつろ","空ろ","vide, creux"
"511","N1","うつわ","器","bol, vase, récipient"
"512","N4","うで","腕","bras"
"513","N1","うでまえ","腕前","capacité, compétence"
"514","N1","うてん","雤天","temps pluvieux"
"515","N1","うながす","促す [亓段]","udon (nouilles japonaises préparées avec de la farine"
"516","N2","うなずく","頷く・肯く [亓段]","acquiescer"
"517","N3","うなる","唸る・呻る [亓段]","grogner, rugir, gémir, hurler"
"518","N1","うぬぼれ","自惚れ","vanité, prétention"
"519","N3","うばう","奪う [亓段]","dérober, voler"
"520","N3","うま","馬","cheval"
"521","N4","うまい","上手い","doué, bon"
