"170","N2","からみても, からみると, からみれば","から見ても, から見ると, から見れば (からみても, からみると, からみれば) : du point de vue de ~","Peut se traduire par : du point de vue de ~, \
En regardant depuis ~ から言うと a un sens proche","Nom + から見ても ou から見ると ou から見れば","飛行機から見るとその島は巨大なクモのように見える。\
Vue depuis un avion, l'île ressemble à une immense araignée.\
山の山頂から見ると、その島はとても美しい。\
Vue du sommet de la colline, l'île est très belle.\
健康の観点から見れば、東京は生活するのにそんなによい場所ではない。\
Du point de vue de la santé, Tokyo n'est pas tellement un bon endroit pour y vivre.\
"
"171","N2","からには, からは","からには, からは : maintenant que ~, depuis que ~","Peut se traduire par : maintenant que ~, depuis que ~ \
Est suivie par une obligation, une résolution, une supposition, une suggestion ou une commande","Nom ou adjectif en な + である + からには ou からは \
Verbe à la forme neutre ou adjectif en い + からには ou からは","約束したからには、その約束を破るわけにはいかない。\
Maintenant que tu as fait une promesse, tu ne peux pas te permettre de la rompre.\
わたしがここに来たからには、心配することはない。\
Maintenant que je suis là, tu n'as plus à t'inquiéter.\
"
"172","N2","からすると, からすれば, からして","からすると, からすれば, からして : à en juger par ~, compte tenu de ~","Peut se traduire par : à en juger par ~, compte tenu de ~, d'un point de vue de ~ \
Permet d'exprimer une jugement suivant un certain point de vue","Nom + からすると ou からすれば  ou からして","この空模様からすると、雨になりそうだ。\
À en croire l'état du ciel, il est probable qu'il pleuve.\
その事実は科学の観点からすれば非常に重要です。\
Ces faits sont d'une grande importance d'un point de vue scientifique.\
この証拠からして当然彼女は無実だということになる。\
Compte tenu ces preuves, elle est bien évidemment censée être innocente.\
"
"173","N2","からといって","からと言って (からといって) : seulement parce que ~","Peut se traduire par : seulement parce que ~, ce n'est pas parce que ~ que ~ \
Ce qui suit からといって est généralement un jugement ou un avis négatif","Verbe à la forme neutre + からといって","彼女が貧しいからと言って不正直だと言うことにはならない。\
C'est n'est pas parce qu'il est pauvre qu'il est nécessairement malhonnête.\
法律を知らないからといって言い訳にはならない。\
Ce n'est pas parce qu'on ne connait pas la loi que l'on peut être excusé.\
間違えたからと言って彼をあざ笑うな。\
Ne te moque pas de lui seulement parce qu'il s'est trompé.\
彼らは世論が恐いからと言ってその計画に反対したのではない。\
Ils ne se sont pas opposés au projet seulement parce qu'ils ont eu peur de l'opinion publique.\
"
"174","N2","からこそ","からこそ : c'est précisément parce que ~","Peut se traduire par : c'est précisément parce que ~, c'est justement parce que ~ \
Permet de mettre l'accent sur une raison ou une cause","Verbe à la forme neutre + からこそ","彼女には欠点があるからこそ僕は一層彼女が好きだ。\
C'est justement à cause de ses défauts que je l'aime d'autant plus.\
彼は部長になったからこそ、もっと丁寧に話さなければいけない。\
C'est précisément parce qu'il est devenu chef de département qu'il doit parler plus poliment.\
あなたが手伝ってくれたからこそ、仕事が早くできたのです。\
C'est précisément parce que tu m'as aidé que le travail a été terminé rapidement.\
"
"175","N2","きがする","気がする (きがする) : avoir l'impression de ~","Peut se traduire par : avoir l'impression de/que ~ Traduit une impression ou un sentiment ような気がする énonce une impression avec un peu moins de certitude que 気がする","Verbe à la forme neutre affirmative + ような気がする ou 気がする","彼がその秘密を知っているような気がする。\
J'ai le sentiment qu'il connait ce secret.\
雨が降るような気がする。\
J'ai l'impression qu'il va pleuvoir.\
分かった気がする。\
Je crois avoir compris.\
"
"176","N2","きり","きり : juste ~, seulement ~","Peut se traduire par : juste, ~ seulement ~","Verbe à la forme neutre (passé ou présent) + きり Nom + きり","今朝コーヒーを飲んだきりで、何も食べてない。\
Le matin, il buvait juste du café et ne mangeait rien.\
その家で彼女は赤ん坊と二人きりだった。\
Elle et son enfant étaient juste tous les deux dans la maison.\
"
"177","N2","っけ","っけ : expression pour indiquer une confirmation ou que l'on vient de se rappeler quelque chose","Peut se traduire par : ah tiens ~, si je me souviens bien ~ \
S'utilise en fin de phrase pour marquer une exclamation qui indique :\
 que l'on vient de se rappeler de quelque chose que l'on confirme quelque chose  \
S'utilise uniquement à l'oral.\
On trouve souvent du passé avant っけ même si on se réfère à un moment présent ou futur car on exprime une confirmation de quelque chose.\
","Verbe au passé neutre (-た) + っけ","そうだ。\
今日はお母さんの誕生日だっけ。\
Ah oui, c'est aujourd'hui l'anniversaire de ma mère.\
彼にはまだパーティーの場所を知らせていなかったっけ。\
Ah tiens, il ne nous a pas encore annoncé le lieu de la fête.\
趣味は何でしたっけ？ Au fait, c'est quoi tes passe-temps déjà ?"
"178","N2","ことだ","ことだ : devoir faire quelque chose (recommandation)","S'utilise pour exprimer un conseil, une recommandation S'utilise par un locuteur socialement supérieur (patron, enseignant.) à destination d'une personne avec un statut inférieur (employé, élève.) afin de la conseiller ou lui suggérer fortement une recommandation","Verbe à la forme neutre (négatif ou affirmatif)  + ことだ","海外に住む間は両親に時々連絡することだ。\
Tu devrais contacter tes parents de temps en temps tant que tu vis à l'étranger.\
あなたはこれを読むことだ。\
Tu devrais lire ceci.\
無理をしないことです。\
Tu ne devrais pas trop en faire.\
"
"179","N2","ことだから","ことだから : c'est typique de ~, étant donné que ~","Permet de montrer une caractéristique ou quelque chose typique de quelqu'un.\
Cas le plus fréquent : A のことだから、B où A est une personne et B correspond à une conjecture ou une prédiction sur A","Nom + の + ことだから","彼女のことだからきっとパーティーへ来るよ。\
Etant donné que c'est elle, elle viendra sans aucun doute à la fête.\
子供のことですから、そんな難しいことを言ってもわかりませんよ。\
Vu que ce sont des enfants, ils ne comprendront pas si tu dis quelque chose de compliqué.\
走るのはよい運動のことだからもちろん疲れますよ。\
Etant donné que la course est un bon exercice, c'est normal que tu sois fatigué.\
"
"180","N2","ことはない","ことはない : ne pas être nécessaire de ~","Peut se traduire par : il n'est pas nécessaire de ~, ce n'est pas la peine de ~ \
Sens proche : verbe à la forme neutre + 必要(ひつよう)はない","Verbe à la forme neutre + ことはない","時間は十分あるから急ぐことはない。\
Ce n'est pas la peine de se pressé vu que l'on a assez de temps.\
試験が簡単だから心配することはないだよ! Il n'y a pas besoin de s'inquiéter car l'examen est simple ! 君はそんなに早く寝ることはない、学校が止またんだよ。\
Il n'est pas nécessaire d'aller se coucher si tôt vu que les cours sont terminés.\
"
